longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room ,population_per_household
-122.27,37.85,0.7647058823529411,751.0,184.0,0.011379242691779479,166.0,0.059164701176535495,0.27319681155953995,NEAR BAY,4.524096385542169,0.24500665778961384,2.463855421686747
-122.27,37.85,0.8039215686274509,1639.0,367.0,0.02595364219849211,366.0,0.08369539730486478,0.29855753172151867,NEAR BAY,4.478142076502732,0.2239170225747407,2.5382513661202184
-122.27,37.84,0.9999999999999999,2436.0,541.0,0.028364023655371506,478.0,0.08448848981393361,0.20391874672681762,NEAR BAY,5.096234309623431,0.22208538587848933,2.1234309623430963
-122.27,37.84,0.9999999999999999,1688.0,337.0,0.023823537655203342,325.0,0.11590874608626091,0.17464051694632188,NEAR BAY,5.193846153846154,0.19964454976303317,2.624615384615385
-122.27,37.84,0.9999999999999999,2224.0,437.0,0.028111774433139943,422.0,0.14483248506917146,0.24247528876169583,NEAR BAY,5.270142180094787,0.19649280575539568,2.3838862559241707
-122.28,37.85,0.7843137254901961,535.0,123.0,0.008800695086745705,119.0,0.131301637218797,0.19072292485391812,NEAR BAY,4.495798319327731,0.22990654205607478,2.6638655462184873
-122.28,37.85,0.9411764705882353,1130.0,244.0,0.016928725580873903,239.0,0.13515675645853165,0.16247561865724264,NEAR BAY,4.7280334728033475,0.215929203539823,2.5397489539748954
-122.28,37.85,0.9999999999999999,1898.0,421.0,0.030802432803609968,397.0,0.09021254879243046,0.18659923051863703,NEAR BAY,4.7808564231738035,0.22181243414120128,2.7758186397984885
-122.28,37.84,0.9607843137254901,2082.0,492.0,0.03161523585302278,473.0,0.07879201666183916,0.1936095108886149,NEAR BAY,4.40169133192389,0.23631123919308358,2.3911205073995774
-122.28,37.84,0.9999999999999999,729.0,160.0,0.0109868550127526,155.0,0.08190231858870912,0.2412381804611115,NEAR BAY,4.703225806451613,0.2194787379972565,2.5483870967741935
-122.28,37.84,0.9411764705882353,1916.0,447.0,0.024103814568793968,378.0,0.0984469179735452,0.2212382629349982,NEAR BAY,5.068783068783069,0.23329853862212943,2.2830687830687832
-122.28,37.84,0.9999999999999999,2153.0,481.0,0.03265226043330811,441.0,0.10079860967434932,0.20659914804475032,NEAR BAY,4.882086167800454,0.22340919647004182,2.6485260770975056
-122.27,37.84,0.9215686274509803,1922.0,409.0,0.028672328260321196,335.0,0.08944704210976401,0.1967022816400757,NEAR BAY,5.737313432835821,0.21279916753381894,3.062686567164179
-122.27,37.83,0.9411764705882353,1655.0,366.0,0.02104879621065613,329.0,0.06035089171183847,0.1853621222180527,NEAR BAY,5.0303951367781155,0.22114803625377644,2.291793313069909
-122.27,37.83,0.9803921568627451,2665.0,574.0,0.03517475265562375,536.0,0.15381856801975147,0.19525898862272734,NEAR BAY,4.972014925373134,0.2153846153846154,2.3470149253731343
-122.27,37.83,0.9411764705882353,1215.0,282.0,0.015891701000588582,264.0,0.06801285499510352,0.1694858990272205,NEAR BAY,4.6022727272727275,0.23209876543209876,2.159090909090909
-122.27,37.83,0.9215686274509803,1798.0,432.0,0.02757924829731775,374.0,0.041192535275375516,0.18453738335099648,NEAR BAY,4.807486631016043,0.24026696329254726,2.6390374331550803
-122.28,37.83,0.9999999999999999,1511.0,390.0,0.025168866840438352,403.0,0.06278534089184978,0.18330027505041216,NEAR BAY,3.7493796526054592,0.25810721376571805,2.235732009925558
-122.26,37.83,0.9999999999999999,1470.0,330.0,0.01922699627231705,309.0,0.20552130315443928,0.36371190221895994,NEAR BAY,4.757281553398058,0.22448979591836735,2.2297734627831716
-122.26,37.83,0.9999999999999999,2432.0,715.0,0.03851004792735222,696.0,0.1441290464959104,0.3319594558372955,NEAR BAY,3.4942528735632186,0.29399671052631576,1.978448275862069
-122.26,37.83,0.9999999999999999,1665.0,419.0,0.026430112951596176,395.0,0.11019848002096523,0.2894854041839003,NEAR BAY,4.215189873417722,0.25165165165165165,2.3949367088607594
-122.26,37.83,0.9803921568627451,936.0,311.0,0.014406233358558255,249.0,0.054157873684500896,0.27835142947864133,NEAR BAY,3.7590361445783134,0.33226495726495725,2.076305220883534
-122.26,37.84,0.9411764705882353,713.0,202.0,0.012864710333809804,189.0,0.036213293609743305,0.21402179784825628,NEAR BAY,3.7724867724867726,0.28330995792426367,2.4444444444444446
-122.26,37.84,0.9999999999999999,950.0,202.0,0.013004848790605119,198.0,0.23892084247113837,0.3583510995830945,NEAR BAY,4.797979797979798,0.21263157894736842,2.3585858585858586
-122.26,37.83,0.9999999999999999,1443.0,311.0,0.01841419322290423,292.0,0.17328036854664075,0.3492789720454761,NEAR BAY,4.941780821917808,0.21552321552321552,2.26027397260274
-122.26,37.83,0.9999999999999999,1656.0,420.0,0.02003979932172987,382.0,0.1501289637384312,0.34494909299343096,NEAR BAY,4.335078534031414,0.2536231884057971,1.8795811518324608
-122.26,37.83,0.9607843137254901,1125.0,322.0,0.01718097480310547,304.0,0.10524682418173543,0.26288757572133725,NEAR BAY,3.700657894736842,0.2862222222222222,2.026315789473684
-122.27,37.82,0.8235294117647058,1007.0,312.0,0.015555368704279829,253.0,0.08516434256079226,0.2525783398831345,NEAR BAY,3.9802371541501977,0.3098311817279047,2.205533596837945
-122.26,37.82,0.7647058823529411,624.0,195.0,0.011771630370806358,160.0,0.031082329898897948,0.3556706982651618,NEAR BAY,3.9,0.3125,2.64375
-122.27,37.82,0.7647058823529411,946.0,375.0,0.01953530087726674,352.0,0.08793671811423291,0.20103216069212085,NEAR BAY,2.6875,0.3964059196617336,1.9886363636363635
-122.27,37.82,0.39215686274509803,896.0,453.0,0.020516270074833937,438.0,0.02909615039792554,0.32350588244996925,NEAR BAY,2.045662100456621,0.5055803571428571,1.678082191780822
-122.27,37.82,0.8235294117647058,1868.0,456.0,0.029653297457888392,407.0,0.06928180300961366,0.16247561865724264,NEAR BAY,4.58968058968059,0.24411134903640258,2.6068796068796067
-122.27,37.82,0.7843137254901961,3221.0,853.0,0.054822164298326745,720.0,0.04213045337305693,0.17010445317751266,NEAR BAY,4.473611111111111,0.26482458863706926,2.720833333333333
-122.27,37.82,0.9999999999999999,1630.0,456.0,0.03248409428515373,400.0,0.05155790954607524,0.18391882920070432,NEAR BAY,4.075,0.27975460122699386,2.905
-122.28,37.82,0.9999999999999999,1170.0,235.0,0.019563328568625804,233.0,0.076543771810044,0.1494859815011072,NEAR BAY,5.021459227467811,0.20085470085470086,3.0085836909871246
-122.28,37.82,0.9999999999999999,945.0,243.0,0.016059867148742957,220.0,0.06285430545785577,0.1404138539634888,NEAR BAY,4.295454545454546,0.2571428571428571,2.618181818181818
-122.28,37.82,0.9999999999999999,1238.0,288.0,0.017349140951259844,259.0,0.06936456048882085,0.1494859815011072,NEAR BAY,4.77992277992278,0.23263327948303716,2.4015444015444016
-122.28,37.82,0.9999999999999999,1489.0,335.0,0.020320076235320495,244.0,0.0218824567936994,0.144949917732298,NEAR BAY,6.102459016393443,0.22498321020819342,2.9836065573770494
-122.28,37.82,0.9999999999999999,1387.0,341.0,0.03001765744555621,304.0,0.049461386739493254,0.13464068189409528,NEAR BAY,4.5625,0.24585436193222782,3.5328947368421053
-122.29,37.82,0.0196078431372549,158.0,43.0,0.0025505199136747103,57.0,0.14224631384394698,0.0927851843909922,NEAR BAY,2.7719298245614037,0.2721518987341772,1.6491228070175439
-122.29,37.83,0.9999999999999999,1121.0,211.0,0.015443257938843578,187.0,0.19951448945531786,0.12515618492294878,NEAR BAY,5.994652406417113,0.18822479928635147,2.962566844919786
-122.29,37.82,0.9411764705882353,135.0,29.0,0.0023262983828022084,23.0,0.3874705176480325,0.12371289190560039,NEAR BAY,5.869565217391305,0.21481481481481482,3.739130434782609
-122.29,37.81,0.9607843137254901,760.0,190.0,0.010482356568289471,122.0,0.027668583881601636,0.14659939546641043,NEAR BAY,6.229508196721311,0.25,3.0901639344262297
-122.3,37.81,0.9999999999999999,1224.0,237.0,0.014518344123994506,159.0,0.04766141156673702,0.12598092379000497,NEAR BAY,7.69811320754717,0.19362745098039216,3.2767295597484276
-122.3,37.81,0.9215686274509803,828.0,182.0,0.010902771938675412,133.0,0.14440490475993434,0.12062012115413956,NEAR BAY,6.225563909774436,0.21980676328502416,2.9473684210526314
-122.3,37.81,0.9999999999999999,1010.0,209.0,0.016844642506796716,187.0,0.045985572612791556,0.13072317227557825,NEAR BAY,5.401069518716578,0.20693069306930692,3.229946524064171
-122.3,37.81,0.9215686274509803,1455.0,354.0,0.022001737716864263,332.0,0.021082467828029958,0.14309425528142153,NEAR BAY,4.382530120481928,0.24329896907216494,2.3734939759036147
-122.29,37.8,0.9999999999999999,1027.0,244.0,0.013705541074581686,147.0,0.14548075198962773,0.13670252906173583,NEAR BAY,6.98639455782313,0.23758519961051608,3.3469387755102042
-122.3,37.81,0.9999999999999999,572.0,109.0,0.007595504358306006,82.0,0.09321940387029144,0.14433136358200585,NEAR BAY,6.975609756097561,0.19055944055944055,3.341463414634146
-122.29,37.81,0.8823529411764706,2801.0,644.0,0.05101039827349421,611.0,0.03312368105267513,0.23546500839171797,NEAR BAY,4.584288052373159,0.22991788646911818,2.983633387888707
-122.29,37.81,0.49019607843137253,768.0,152.0,0.010902771938675412,127.0,0.08772292795961437,0.13917674566290447,NEAR BAY,6.047244094488189,0.19791666666666666,3.0866141732283463
-122.29,37.81,0.8823529411764706,935.0,297.0,0.016228033296897336,277.0,0.015772196245569026,0.1653622046919394,NEAR BAY,3.375451263537906,0.3176470588235294,2.101083032490975
-122.29,37.81,0.9411764705882353,844.0,204.0,0.015611424086997953,152.0,0.08621260396408327,0.12371289190560039,NEAR BAY,5.552631578947368,0.24170616113744076,3.6842105263157894
-122.29,37.81,0.8823529411764706,12.0,4.0,0.00042041537038594126,7.0,0.0,0.10824903814829628,NEAR BAY,1.7142857142857142,0.3333333333333333,2.5714285714285716
-122.29,37.81,0.37254901960784315,835.0,161.0,0.00804394742005101,133.0,0.13676363084647108,0.2525783398831345,NEAR BAY,6.2781954887218046,0.19281437125748502,2.180451127819549
-122.28,37.81,0.3137254901960784,1237.0,462.0,0.021273017741528632,439.0,0.029254768899739325,0.33505222658875633,NEAR BAY,2.8177676537585423,0.3734842360549717,1.7357630979498861
-122.28,37.81,0.6862745098039215,2914.0,562.0,0.034558143445724374,509.0,0.134239527730652,0.17958895014865917,NEAR BAY,5.724950884086444,0.1928620452985587,2.4282907662082516
-122.28,37.81,0.35294117647058826,1207.0,243.0,0.020123882395807056,207.0,0.04215114274285872,0.19237240258803057,NEAR BAY,5.830917874396135,0.20132560066280034,3.4830917874396135
-122.29,37.81,0.43137254901960786,1745.0,374.0,0.029457103618374954,325.0,0.020875574130012002,0.20103216069212085,NEAR BAY,5.369230769230769,0.21432664756446992,3.243076923076923
-122.28,37.8,0.7254901960784313,684.0,176.0,0.0095574427534404,155.0,0.10423994151804804,0.2397948874437631,NEAR BAY,4.412903225806452,0.2573099415204678,2.2193548387096773
-122.28,37.81,0.3137254901960784,924.0,289.0,0.01698478096359203,289.0,0.06897146246258673,0.30412451907414817,NEAR BAY,3.1972318339100347,0.31277056277056275,2.1072664359861593
-122.27,37.81,0.9999999999999999,210.0,56.0,0.005044984444631295,56.0,0.045985572612791556,0.20103216069212085,NEAR BAY,3.75,0.26666666666666666,3.267857142857143
-122.28,37.81,0.9999999999999999,340.0,97.0,0.005521455197735363,87.0,0.07040592543551123,0.20103216069212085,NEAR BAY,3.9080459770114944,0.2852941176470588,2.2988505747126435
-122.28,37.81,0.9999999999999999,386.0,164.0,0.009613498136158525,155.0,0.021213500503441333,0.2525783398831345,NEAR BAY,2.490322580645161,0.42487046632124353,2.232258064516129
-122.28,37.81,0.6666666666666666,948.0,184.0,0.013004848790605119,169.0,0.09026772044523525,0.21402179784825628,NEAR BAY,5.609467455621302,0.1940928270042194,2.7633136094674557
-122.28,37.81,0.9999999999999999,773.0,143.0,0.010482356568289471,115.0,0.13161197776582395,0.17154774619486104,NEAR BAY,6.721739130434782,0.18499353169469598,3.2782608695652176
-122.27,37.81,0.7647058823529411,880.0,451.0,0.016228033296897336,380.0,0.03290299444145599,0.21402179784825628,NEAR BAY,2.3157894736842106,0.5125,1.5315789473684212
-122.27,37.81,0.1764705882352941,875.0,348.0,0.015219036407971075,330.0,0.017937683618156994,0.30412451907414817,NEAR BAY,2.6515151515151514,0.3977142857142857,1.6545454545454545
-122.27,37.8,0.1764705882352941,105.0,42.0,0.0034193783458056556,39.0,0.03257196452462724,0.2525783398831345,NEAR BAY,2.6923076923076925,0.4,3.2051282051282053
-122.27,37.8,0.9999999999999999,249.0,78.0,0.011014882704111663,85.0,0.0512751548254507,1.0,NEAR BAY,2.929411764705882,0.3132530120481928,4.658823529411765
-122.27,37.8,0.29411764705882354,994.0,392.0,0.022338070013173016,362.0,0.1099226217569413,0.30412451907414817,NEAR BAY,2.74585635359116,0.39436619718309857,2.2099447513812156
-122.28,37.8,0.9999999999999999,215.0,87.0,0.02525294991451554,88.0,0.02530309926759631,0.2525783398831345,NEAR BAY,2.4431818181818183,0.4046511627906977,10.272727272727273
-122.28,37.8,0.9999999999999999,96.0,31.0,0.005269205975503797,34.0,0.01724803795809713,0.30412451907414817,NEAR BAY,2.823529411764706,0.3229166666666667,5.617647058823529
-122.27,37.79,0.5098039215686274,1055.0,347.0,0.02003979932172987,302.0,0.14727383070578343,0.3556706982651618,NEAR BAY,3.493377483443709,0.3289099526066351,2.377483443708609
-122.27,37.8,0.7450980392156862,1715.0,623.0,0.03710866335939909,467.0,0.09295044206286811,0.33855736677374526,NEAR BAY,3.6723768736616704,0.363265306122449,2.841541755888651
-122.26,37.8,0.6862745098039215,5329.0,2477.0,0.0971439782505115,2323.0,0.10411580529923727,0.23711448612583041,NEAR BAY,2.294016358157555,0.4648151623193845,1.493327593628928
-122.26,37.82,0.588235294117647,4596.0,1331.0,0.05731662882928333,1180.0,0.16100467579757521,0.34804186374489177,NEAR BAY,3.8949152542372882,0.28959965187119235,1.735593220338983
-122.26,37.81,0.5490196078431372,335.0,107.0,0.005577510580453488,91.0,0.10388132577481692,0.22680525028762766,NEAR BAY,3.681318681318681,0.3194029850746269,2.21978021978022
-122.26,37.82,0.411764705882353,3682.0,1270.0,0.056643964236665824,1250.0,0.049557937131901625,0.31958837283145225,NEAR BAY,2.9456,0.3449212384573601,1.6192
-122.26,37.82,0.7058823529411764,3633.0,1085.0,0.05143081364388015,980.0,0.1455497165556337,0.36721704240394887,NEAR BAY,3.7071428571428573,0.29865125240847784,1.8755102040816327
-117.04,32.8,0.19607843137254904,1802.0,440.0,0.017573362482132347,428.0,0.10577785133998154,0.2715473338254275,<1H OCEAN,4.210280373831775,0.244173140954495,1.47196261682243
-121.29,38.89,0.1764705882352941,653.0,120.0,0.011323187309061353,146.0,0.19923863119129392,0.19752702050713192,INLAND,4.472602739726027,0.18376722817764166,2.787671232876712
-118.15,33.77,0.7450980392156862,2428.0,634.0,0.03668824798901314,612.0,0.153190990469097,0.5181442550752369,NEAR OCEAN,3.9673202614379086,0.26112026359143325,2.1437908496732025
-118.47,33.99,0.45098039215686275,1438.0,454.0,0.018554331679699543,416.0,0.17069419732141627,1.0,<1H OCEAN,3.456730769230769,0.3157162726008345,1.5985576923076923
-121.77,37.33,0.1568627450980392,3160.0,468.0,0.04686229995235292,470.0,0.48581398877256865,0.6874219075385256,<1H OCEAN,6.723404255319149,0.14810126582278482,3.5638297872340425
-118.5,33.97,0.5490196078431372,2737.0,808.0,0.03234395582835842,696.0,0.3191749079323044,1.0,<1H OCEAN,3.932471264367816,0.2952137376689806,1.6623563218390804
-122.96,38.26,0.37254901960784315,1982.0,358.0,0.00854844586451414,132.0,0.18227334795382133,0.46577333701716694,NEAR OCEAN,15.015151515151516,0.18062563067608475,2.3333333333333335
-118.39,34.08,0.5098039215686274,6605.0,1710.0,0.07460971439782504,1520.0,0.2281968524572075,1.0,<1H OCEAN,4.345394736842105,0.25889477668433003,1.7532894736842106
-117.91,34.07,0.6862745098039215,1390.0,270.0,0.024776479161411475,266.0,0.3165335650542751,0.3587634690166226,<1H OCEAN,5.225563909774436,0.19424460431654678,3.3345864661654137
-117.85,33.85,0.3137254901960784,4678.0,1065.0,0.06793912385436811,1020.0,0.2570792127005145,0.4929897196300221,<1H OCEAN,4.586274509803921,0.22766139375801625,2.3794117647058823
-119.92,38.91,0.27450980392156865,3831.0,625.0,0.02749516522324056,328.0,0.31529909932276795,0.30412451907414817,INLAND,11.679878048780488,0.1631427825632994,3.0
-122.49,37.67,0.5490196078431372,3795.0,675.0,0.06981697917542531,696.0,0.329988551882043,0.5057731720693935,NEAR OCEAN,5.452586206896552,0.17786561264822134,3.5833333333333335
-117.71,33.65,0.29411764705882354,3774.0,456.0,0.0443958631127554,430.0,0.559226769285941,0.6028861736652633,<1H OCEAN,8.776744186046512,0.12082670906200318,3.6906976744186046
-118.36,33.91,0.6862745098039215,2064.0,474.0,0.03820174332240253,421.0,0.24827933407815062,0.4703094007859761,<1H OCEAN,4.902612826603326,0.22965116279069767,3.2446555819477436
-117.27,33.04,0.5098039215686274,1839.0,392.0,0.03640797107542252,404.0,0.21034882277485828,0.4115467565082206,NEAR OCEAN,4.551980198019802,0.21315932572050028,3.222772277227723
-121.96,37.3,0.43137254901960786,4040.0,843.0,0.061044311780038676,843.0,0.2441621494875933,0.5946387849947011,<1H OCEAN,4.792408066429418,0.20866336633663365,2.587188612099644
-122.16,37.74,0.8823529411764706,1029.0,181.0,0.015807617926511395,211.0,0.2058247472448656,0.23608356254201013,NEAR BAY,4.876777251184834,0.17589893100097181,2.6872037914691944
-117.47,34.12,0.09803921568627451,10565.0,1767.0,0.15939348075898988,1555.0,0.25377580998882776,0.2597948049698764,INLAND,6.794212218649518,0.16725035494557502,3.6591639871382635
-117.72,34.0,0.27450980392156865,4363.0,690.0,0.06746265310126405,666.0,0.34361595012482593,0.33958829035756555,INLAND,6.551051051051051,0.1581480632592253,3.6186186186186187
-118.31,33.75,0.6470588235294117,2338.0,393.0,0.02881246671711651,373.0,0.3991048399332423,0.7863905715852718,NEAR OCEAN,6.2680965147453085,0.1680923866552609,2.7640750670241285
-118.19,33.9,0.6078431372549019,2762.0,652.0,0.07494604669413381,632.0,0.14289458076440326,0.1868054152354011,<1H OCEAN,4.370253164556962,0.23606082548877624,4.235759493670886
-117.05,32.57,0.23529411764705882,2880.0,576.0,0.06858376075562655,567.0,0.18411470186618117,0.2536092634669548,NEAR OCEAN,5.079365079365079,0.2,4.320987654320987
-122.17,37.71,0.7254901960784313,890.0,200.0,0.013397236469631996,198.0,0.18924566557702655,0.3397944750743296,NEAR BAY,4.494949494949495,0.2247191011235955,2.4292929292929295
-122.28,37.49,0.5490196078431372,4148.0,635.0,0.045825275372067605,627.0,0.44220769368698365,0.9117508793778171,NEAR OCEAN,6.615629984051036,0.15308582449373193,2.61244019138756
-117.91,33.75,0.13725490196078433,2346.0,679.0,0.10759830712744191,674.0,0.17679756141294606,0.2989699011550468,<1H OCEAN,3.4807121661721068,0.2894288150042626,5.700296735905044
-119.25,34.26,0.5686274509803921,2948.0,827.0,0.04574119229799042,750.0,0.1496600046895905,0.41216531065851275,NEAR OCEAN,3.9306666666666668,0.2805291723202171,2.18
-118.12,33.86,0.6470588235294117,2116.0,427.0,0.02715883292693181,396.0,0.30011310188824986,0.40948490934058,<1H OCEAN,5.343434343434343,0.20179584120982988,2.4545454545454546
-120.04,36.96,0.43137254901960786,2126.0,506.0,0.05852181955772303,491.0,0.06009572281761631,0.07587803761633972,INLAND,4.329938900203666,0.23800564440263405,4.258655804480652
-118.38,33.86,0.27450980392156865,1778.0,311.0,0.02536506067995179,330.0,0.49475869298354513,0.6480406266365912,<1H OCEAN,5.387878787878788,0.1749156355455568,2.7515151515151515
-122.35,37.95,0.8627450980392156,2142.0,431.0,0.036856414137167524,431.0,0.1775009999862071,0.19917649824124437,NEAR BAY,4.96983758700696,0.2012138188608777,3.0580046403712298
-118.23,33.9,0.8627450980392156,1285.0,238.0,0.023459177667535525,211.0,0.20074205873022444,0.20103216069212085,<1H OCEAN,6.090047393364929,0.18521400778210118,3.981042654028436
-117.57,33.91,0.411764705882353,2620.0,396.0,0.0370245802853219,362.0,0.336105708886774,0.4115467565082206,INLAND,7.237569060773481,0.15114503816793892,3.657458563535912
-122.34,37.55,0.8431372549019608,2465.0,328.0,0.023543260741612712,324.0,0.44505593026303086,1.0,NEAR OCEAN,7.6080246913580245,0.1330628803245436,2.6018518518518516
-118.46,34.05,0.39215686274509803,3639.0,1002.0,0.041649149359567254,983.0,0.2841202190314617,0.768040131793271,<1H OCEAN,3.7019328585961344,0.27535037098103876,1.5147507629704984
-122.19,37.78,0.9999999999999999,2198.0,397.0,0.02749516522324056,369.0,0.1875905159928829,0.2917534360683049,NEAR BAY,5.956639566395664,0.18061874431301184,2.6666666666666665
-117.99,33.88,0.27450980392156865,2298.0,567.0,0.03525883572970094,527.0,0.2580860953642019,0.29773279285446247,<1H OCEAN,4.3605313092979125,0.24673629242819844,2.3927893738140416
-119.05,36.06,0.43137254901960786,2344.0,407.0,0.03310070349505311,406.0,0.18362505344753866,0.11464076436798198,INLAND,5.773399014778325,0.17363481228668942,2.916256157635468
-119.19,34.15,0.588235294117647,4175.0,1004.0,0.09268757532442053,954.0,0.1861353636501566,0.35134081921311666,NEAR OCEAN,4.376310272536688,0.24047904191616767,3.469601677148847
-121.62,36.67,0.8627450980392156,1827.0,408.0,0.04215364780403038,410.0,0.1651218603881326,0.23505263895818984,<1H OCEAN,4.45609756097561,0.2233169129720854,3.675609756097561
-116.77,33.92,0.35294117647058826,2307.0,525.0,0.035398974186496256,437.0,0.08190231858870912,0.09897072589391384,INLAND,5.279176201372998,0.22756827048114434,2.897025171624714
-119.1,35.79,0.35294117647058826,1809.0,477.0,0.05740071190336052,416.0,0.09065392201486878,0.07175434328105863,INLAND,4.3485576923076925,0.263681592039801,4.930288461538462
-119.06,34.37,0.6078431372549019,3885.0,759.0,0.07009725608901594,736.0,0.21692114591522876,0.38494892804565756,<1H OCEAN,5.278532608695652,0.19536679536679535,3.402173913043478
-121.86,39.75,0.3333333333333333,1651.0,309.0,0.02390762072928053,293.0,0.2072178314781865,0.21299087426443603,INLAND,5.63481228668942,0.18715929739551787,2.9215017064846416
-118.02,34.13,0.6470588235294117,1966.0,319.0,0.027383054457804312,297.0,0.4986689838760845,0.8536067892503536,INLAND,6.619528619528619,0.16225839267548323,3.2996632996632997
-118.05,34.06,0.47058823529411764,1022.0,291.0,0.04391939235965134,297.0,0.17400449648970362,0.26185665213751697,<1H OCEAN,3.441077441077441,0.2847358121330724,5.286195286195286
-118.09,33.98,0.7058823529411764,1226.0,255.0,0.02984949129740183,271.0,0.1835009172287279,0.3241244366002614,<1H OCEAN,4.523985239852398,0.20799347471451876,3.940959409594096
-122.51,38.06,0.45098039215686275,9493.0,1935.0,0.14459485972140473,1880.0,0.17753548226921007,0.21402179784825628,NEAR BAY,5.049468085106383,0.20383440429790373,2.7457446808510637
-117.94,34.06,0.6078431372549019,3418.0,662.0,0.056055382718125504,622.0,0.24367939752555134,0.40247462897060216,<1H OCEAN,5.495176848874598,0.19368051492100644,3.220257234726688
-118.37,34.02,0.8431372549019608,1944.0,458.0,0.027411082149163372,377.0,0.14589453938566366,0.3674232271207129,<1H OCEAN,5.156498673740053,0.23559670781893005,2.6021220159151195
-118.26,33.85,0.45098039215686275,9071.0,1335.0,0.12766613414053082,1327.0,0.3477262382587826,0.37628916994156725,<1H OCEAN,6.8357196684250185,0.1471723073531033,3.434815373021854
-121.28,38.68,0.29411764705882354,3467.0,615.0,0.041340844754617564,601.0,0.22414173597605552,0.27278444212601183,INLAND,5.768718801996672,0.17738678973175656,2.459234608985025
-118.11,33.91,0.5490196078431372,889.0,166.0,0.016648448667283277,163.0,0.3076509289527041,0.35402122053104934,<1H OCEAN,5.45398773006135,0.18672665916760406,3.6625766871165646
